"id","name","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"0UAjxm8DBy9dp2S0VWQQhH","Kuni Govind Ghya",6,207760,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1952-12-31",0.54000,0.185,6,-13.9510,1,0.11400,0.967,0.826,0.162000,0.477,71.8630,3
"0UB7qUnGyXNxUwF5DkttgQ","Reja Sevillana - Remasterizado",0,186000,0,"['Francisco Canaro', 'Ernesto Fama']","['2maQMqxNnlRrBrS1oAsrX9', '0nRShN4m4GvQv1O4igorb6']","1933-01-07",0.74100,0.241,2,-16.6290,1,0.15700,0.996,0.544,0.422000,0.901,125.6950,4
"0UC0HaeFu6QqSJ5kZ8SEvD","Preview (06-26-52)",0,183427,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1952",0.53400,0.694,1,-5.7750,1,0.07530,0.605,0.0,0.109000,0.842,84.7290,4
"0UCAmTakjU53MT5SDUyQhQ","Chhod De Sari Duniya",17,208333,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1968-01-01",0.40700,0.455,9,-8.2000,1,0.03710,0.962,0.021,0.098700,0.459,130.8990,3
"0UE2kePV0rCTllG3JfHgT6","Jai Bholenath Jai Ho Prabhu",1,206947,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']","1942-12-01",0.27300,0.78,0,-6.8350,0,0.08680,0.927,0.888,0.666000,0.609,84.7510,3
"0UE4q6OUZ02PQNaR0YD6Kx","Kaho Kaise Rasta Bhool Gaye",10,316747,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']","1983-09-24",0.55100,0.706,6,-8.6960,1,0.31600,0.55,0.0,0.565000,0.824,171.0530,4
"0UFIV9HdXF5UrtvUbNz72S","Polka Dots And Moonbeams",13,218347,0,"['Lester Young']","['05E3NBxNMdnrPtxF9oraJm']","1956-01-01",0.58500,0.041,8,-18.9640,1,0.05440,0.992,0.881,0.112000,0.362,109.9090,4
"0UFxn63cA1UziHZSExaigp","A Pretty Girl (A Cadillac and Some Money)",4,187880,0,"['Buddy & Ella Johnson']","['17Z8L8nhCrjHA1NvQYS5OI']","1953",0.76100,0.495,5,-7.4200,0,0.10800,0.824,0.0,0.253000,0.514,118.4790,4
"0UI4ptYRCXZ31Ttq2HG6Lu","Lo Comprendí en tu Mirada - Instrumental (Remasterizado)",0,161640,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1927-08-20",0.73300,0.236,5,-19.4190,1,0.06810,0.995,0.885,0.110000,0.883,120.3510,4
"0UIu6BHB0r725YFneSTYjf","Sta Vrachia Tis Peiraikis",9,178267,0,"['Stelios Kazantzidis', 'Marinella']","['5BJ7GXyi2tVyoKMQM7cSpM', '4u5yrM5jlC3iviSQQXcMCK']","1992",0.67100,0.383,0,-10.7240,1,0.03410,0.796,1.15e-06,0.299000,0.814,144.0200,4
"0UKK2OMjjCxd4GN3dUyxdA","Mi Gloria - Remasterizado",0,171000,0,"['Francisco Canaro', 'Ernesto Fama']","['2maQMqxNnlRrBrS1oAsrX9', '0nRShN4m4GvQv1O4igorb6']","1933-01-07",0.66700,0.0557,1,-19.1380,1,0.07430,0.994,0.0186,0.146000,0.751,121.1740,4
"0ULiIKUugxTjrYK4vN8jzG","Malacara - Instrumental (Remasterizado)",0,204493,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1929-11-06",0.56400,0.22,0,-13.4700,1,0.11700,0.995,0.861,0.111000,0.798,171.6010,4
"0ULnWh35BwNdHkU1YgADb0","Dard-E-Jigar",0,182413,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1952-01-01",0.39800,0.218,1,-16.9130,0,0.05730,0.993,0.946,0.084000,0.403,128.7190,4
"0UM2IWuXPWg3pO8UfQwHTl","Mirringa - Remasterizado",0,198000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']","1930-11-16",0.51400,0.314,1,-10.2290,1,0.15200,0.985,0.686,0.169000,0.576,191.8820,4
"0UMaqPntFC8dFOc7p3Iefj","HUTS",54,228337,1,"['The Blockparty', 'Esko', 'Mouad Locos', 'JoeyAK', 'Young Ellens', 'Chivv']","['1zmmIiBBODh2QxbdUqYbdU', '0rQ69yrbz7CeUmXUn1beIj', '0FwFGRp5bp9KWyPiCI1CYX', '4iCzh7b2cLbHVsPOwhr8W0', '0SuC1Z51R9kleDO1pj3Gub', '2hBfmHHnM4dS4pJgEJENCg']","2018-11-09",0.74500,0.573,1,-6.8110,1,0.34400,0.032,0.0,0.288000,0.683,95.1280,4
"0UMvcaNs4oBMJc9aDEP9DX","Hey!",25,198373,0,"['The Hellacopters']","['1lsXuaLnHnfL7GoJXKkUtH']","1997-01-01",0.26700,0.992,3,-3.7900,1,0.09270,1.13e-05,0.934,0.412000,0.225,84.7590,4
"0UR86xSUn4bnbG0aDzIUJA","Yo Soy la Milonguera - Remasterizado",0,148000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']","1928-09-24",0.77800,0.0838,4,-16.0710,1,0.08380,0.995,0.744,0.112000,0.684,118.3620,4
"0USHnPIGplkQkJGOoAVvuy","047 - Todesfracht im Jaguar - Teil 01",28,90080,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1987-03-01",0.69000,0.527,0,-5.6120,1,0.86000,0.655,0.0,0.615000,0.678,120.8810,3
"0UXtgtkzpF81rtS34q8ynk","I puritani: Act II: Qui la voce sua soave (Elvira)",0,525933,0,"['Vincenzo Bellini', 'Maria Callas', 'Giuseppe Di Stefano', 'Piero Campolonghi', 'Robert Silva', 'Tanis Lugo', 'Ignacio Rufino', 'Rosa Rimoch', 'Palacio de Bellas Artes Chorus', 'Palacio de Bellas Artes Orchestra', 'Guido Picco']","['6AphpMkKDU4I3Z6XaGu1UV', '0bjdfjE8XbLa2Odstu6E1E', '6kjCrVbejP0Aw6otiMaxNt', '1oq8JNMKuY64tet8ukntGB', '6GpS5SLaDcLXSMBPOZoAtJ', '19d38RfazeKptxpVl54nte', '44ukwD7h3PnZoJYDPfc7Xj', '5cqGuihi32mP3tlGjoyizj', '5N1QMttGJWhGDEPRCzG6PT', '7DyC5csvAs03VjYpn6asUz', '0MfKV9LsGjSPB8Vf0ghKjK']","1952",0.27700,0.133,3,-24.2710,1,0.08650,0.992,0.654,0.645000,0.0973,132.5670,3
"0UhqwfxQ7aQcQZiqHBccTJ","052 - Überfall im Hafen - Teil 01",28,85587,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1987-08-01",0.67700,0.618,0,-7.4140,1,0.92300,0.713,0.0,0.799000,0.598,114.9730,5
"0Uj8TVyF8iJFJYO0O37fT6","Sakhiyan Ki Sukh Chandar Ki Ckakori",0,184216,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1951-01-01",0.62800,0.249,10,-15.3850,1,0.18700,0.987,0.709,0.186000,0.85,91.2420,4
"0UkHJcV80yd5YOMj6KdVP6","I Didn't Mean A Word I Said",1,199280,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1950",0.59800,0.0652,7,-14.9040,0,0.03710,0.986,1e-05,0.106000,0.407,71.4050,4
"0UkucBEY95Wl0GuR71PHTY","Paikse mpouzouki mou",0,198480,0,"['Stella Xaskil']","['5yDP2OQNjcrMJ0K9CFNLa9']","1950-01-01",0.47200,0.426,4,-12.7840,0,0.04600,0.994,0.804,0.124000,0.444,81.4060,4
"0UnBFUWOgshCIjZ8BCSfpU","Sheesha-E-Dil Itna Na Uchhalo",8,276827,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1960-01-01",0.51200,0.67,7,-9.3190,1,0.31000,0.827,6.94e-05,0.182000,0.9,111.3340,4
"0Up2FjOlmOy62k45McAvbx","Atardecer - Instrumental (Remasterizado)",0,166573,0,"['Francisco Canaro', 'Ernesto Fama']","['2maQMqxNnlRrBrS1oAsrX9', '0nRShN4m4GvQv1O4igorb6']","1939-01-28",0.58000,0.328,0,-7.6830,1,0.03710,0.986,0.466,0.157000,0.643,131.3570,4
"0Uq4qBKxNH6NLJrWsMznex","038 - Die weiße Schmuggler-Yacht - Teil 18",29,121200,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1985-03-01",0.61800,0.46,4,-9.3080,0,0.88900,0.809,8.13e-06,0.137000,0.295,81.6560,5
"0UrrSKMzVl9TXFAsnOYfEx","If I'm a Fool (For Loving You)",23,164507,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1970-04-01",0.49600,0.224,0,-15.0380,1,0.03220,0.771,0.00149,0.432000,0.592,85.2920,4
"0UtadfTIfIfyETh4e7IN2a","คนแบบฉัน",21,237240,0,"['Tata Young']","['7dJ3pPuDcHLEwhtlZNJKcr']","2000-01-25",0.65900,0.458,5,-8.5830,1,0.02430,0.529,0.0,0.257000,0.284,94.9070,4
"0UvOvD6ulWO1Lx33eAUCMI","Aaja Rasiya O Man Basiya",0,196844,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.62500,0.286,4,-10.5990,1,0.31600,0.993,0.69,0.117000,0.874,128.3040,3
"0Uy3nQrQu8UqUkbYzTxfTc","En la Noche Azul - Remasterizado",2,149987,0,"['Francisco Canaro', 'Francisco Amor']","['2maQMqxNnlRrBrS1oAsrX9', '4fm9akHwCFjHjXglEsVWIV']","1941-01-24",0.66100,0.595,2,-5.2650,0,0.04650,0.966,0.864,0.265000,0.929,101.8930,3
"0UyDanmryb9ODAXRV1tHbe","I Treni A Vapore",23,327493,0,"['Fiorella Mannoia']","['5VxhGHbcuvqTLRUWzBUN8L']","1991-12-13",0.60400,0.575,7,-9.1920,1,0.02940,0.246,0.0,0.142000,0.373,108.0200,4
"0V29uZ25OVqdQeB7uOeUv3","La Sulamita - Remasterizado",0,188147,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1924-07-11",0.42500,0.652,10,-12.1080,0,0.07070,0.996,0.843,0.715000,0.71,176.2560,4
"0V32N6jE4dfRwiIiWjjvHG","I'll See You In My Dreams (10-12-45)",9,247613,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1947",0.60600,0.3,5,-8.4280,1,0.04170,0.973,0.000779,0.159000,0.549,131.5800,4
"0V3zCDUpuHHp5PrHNIB4WI","078 - Heißer Draht nach Paradiso - Teil 03",27,128000,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1991-09-01",0.60300,0.402,8,-12.0680,1,0.91700,0.166,0.0,0.380000,0.774,174.1790,1
"0V4UljCHBMJwUwlQGhuWtL","Madreselva - Remasterizado",0,177440,0,"['Francisco Canaro', 'Mario Alonso']","['2maQMqxNnlRrBrS1oAsrX9', '12UKKEtQXf31kDyU7XI1ul']","1952-03-14",0.52500,0.391,1,-8.6450,1,0.06060,0.962,0.00667,0.261000,0.701,127.3250,4
"0VA9vsHi63R251uw5wiqv9","Raat Jaag Ke Nikaloon",0,191027,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-01-01",0.47400,0.0594,3,-24.1590,1,0.04060,0.987,0.955,0.127000,0.547,79.0980,3
"0VAetEqRb3qGxKhDVWwGhl","063 - Die Falle am Fuchsbach - Teil 22",28,97693,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1989-02-01",0.50400,0.651,9,-11.1610,1,0.67500,0.176,0.0,0.295000,0.571,98.5630,4
"0VC49KxLQSoA24OuSDfOLh","Samba Fantástica - Remastered",10,143620,0,"['Orquesta Maravella', 'Luis Ferrer']","['0e4vjA6ofYGYoGTbX0wBM2', '1CoamRfnESeLJBGwlULqtx']","1961-05-15",0.54700,0.642,2,-6.9180,0,0.04080,0.68,0.317,0.125000,0.716,121.4350,4
"0VEuK3A0Gzg2JWNPUh1QIT","Che ora sia ?",0,102266,0,"['Giacomo Puccini', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']","['0OzxPXyowUEQ532c9AmHUR', '4C8Cmg4pufBGtbDGGTGbkL', '0bjdfjE8XbLa2Odstu6E1E', '6r9Z05svhqtOdMOOIr0Kjy']","1952",0.40900,0.199,4,-14.1670,1,0.06750,0.983,0.000134,0.873000,0.512,83.0580,4
"0VNhsCYJKTud2v8hUETokR","Vinacho y Vinagrillo - Remasterizado",0,166507,0,"['Francisco Canaro', 'Alberto Arenas', 'Mario Alonso']","['2maQMqxNnlRrBrS1oAsrX9', '18BHsxofhEfFipjtMUDemC', '12UKKEtQXf31kDyU7XI1ul']","1951-03-14",0.64700,0.29,2,-12.7820,0,0.31900,0.994,0.83,0.111000,0.786,101.0090,4
"0VQSH2gUY16tYvF3fbKyrS","Contramarca - Instrumental (Remasterizado)",0,160493,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1930-11-12",0.65700,0.213,7,-12.5660,1,0.09460,0.995,0.934,0.139000,0.738,120.7290,4
"0VRyJaA70zv2jCUWymnUm8","Rinkinkalla",8,167867,0,"['Celia Cruz', 'La Sonora Matancera']","['2weA6hhVqTIN2gSn9PUB9U', '01p7Homi0d4XxZ06f2NYYD']","1964-01-01",0.49600,0.458,10,-8.6380,0,0.04590,0.883,0.00108,0.062900,0.734,119.8370,4
"0VT19Qy4aLEDAw8gxpng7E","Sanam Bewafa",22,370640,0,"['Lata Mangeshkar', 'Vipin Sachdeva']","['61JrslREXq98hurYL2hYoc', '3izgcexQY0nJQiSMchE0dJ']","1991-01-11",0.41000,0.69,7,-7.8270,0,0.03550,0.561,0.0,0.113000,0.692,145.4420,4
"0VWOjYPSx5pMaq8Wunzb6x","Jestem Kobietą - 2011 Remaster",16,228840,0,"['Maanam']","['4MiKufcWLuX6KDLzqhUgQD']","1984",0.60300,0.363,5,-8.9350,1,0.04460,0.518,0.238,0.320000,0.278,138.5850,3
"0VYE658hQwC2rk698QRutR","El Cabure - Instrumental",0,149280,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1936-01-10",0.84200,0.528,5,-4.1570,1,0.04980,0.928,0.717,0.243000,0.884,125.2270,4
"0VZqKrYIe9InXgMv23e6qb","079 - Ein Toter braucht Hilfe - Teil 18",27,104013,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1991-10-01",0.61000,0.51,8,-11.5930,1,0.49300,0.51,1.31e-06,0.490000,0.612,115.4410,3
"0VateeYOrL4ZH3KjnwTjYm","Aaja Zara Mukhra Dikha Ja",0,190328,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1950-12-31",0.67800,0.256,0,-10.3450,1,0.08140,0.971,0.0084,0.194000,0.863,88.5240,4
"0VbRDFTtWIaEUOhhp5Y5sh","Suspicious Minds - Live at Mid-South Coliseum, Memphis, TN - March 1974",23,220520,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1974-07-07",0.32700,0.877,7,-8.1230,1,0.07770,0.128,0.0,0.727000,0.657,152.2620,4
"0VdF3ZkPBMAi88cqDu9v5f","Meterete - Instrumental (Remasterizado)",0,181000,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1929-10-22",0.80700,0.172,7,-13.1860,1,0.09890,0.995,0.722,0.121000,0.723,115.7320,4
"0Vj3XzhU9TXvzSjwCN68gG","You Leave Me Breathless",16,184813,0,"['Ella Fitzgerald', 'Ellis Larkins']","['5V0MlUE1Bft0mbLlND7FJz', '1HDR9tHRZtaRr3nnuBilmA']","1954",0.45000,0.086,5,-13.0890,1,0.03850,0.986,0.0,0.097300,0.175,109.3160,3
"0Vpq53jNThGMuIO8V2mg5d","So Gaya Sara Zamana",1,192867,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1957-01-01",0.36900,0.0791,5,-17.1130,1,0.04750,0.99,0.379,0.102000,0.588,199.6090,4
"0Vr1kA0Dd4feIaE9OMt14h","Chand Ke Paas Jo Sitara",11,282280,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']","1983-09-30",0.61500,0.478,3,-8.7540,1,0.05310,0.62,0.0,0.312000,0.827,135.3690,3
"0VwZq35ff2SvvMWOFNrEDc","お別れの歌",45,193588,0,"['never young beach']","['2YtvgEYiTH6jh7n2UmUdXX']","2016-06-08",0.47300,0.81,8,-4.6390,1,0.03240,0.185,0.0163,0.134000,0.809,98.0120,4
"0VyQexIv7n46LI0uEaJ2uS","Hamare Baad Ab Mehfil Mein (Baharen Hum Ko)",0,181573,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.38200,0.251,4,-15.2670,1,0.05800,0.986,0.477,0.098200,0.515,83.9790,4
"0W1KJm6xNFYiaYcHG9zBsZ","039 - Die Gift-Party - Teil 09",30,103333,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1985-06-01",0.60300,0.695,5,-8.8520,1,0.93000,0.396,0.0,0.067900,0.453,78.6280,4
"0W7WqMBoEJLWJ46uZ0C08v","Nindiya Se Jagi Bahar",19,380440,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1983-12-09",0.49800,0.542,1,-10.2570,1,0.10200,0.852,0.00247,0.391000,0.505,83.3670,4
"0WD6ARWz61stYrtsXd3uFv","I'm Beginning To See The Light",7,144200,0,"['Della Reese']","['63qOOnxbI8rVgpakjpnFBp']","1959",0.47800,0.582,5,-8.5390,0,0.07380,0.596,0.0,0.320000,0.742,130.8100,4
"0WGXJfavEq8jZTxwbIXAHV","Hamare Dil Se Na Jana",3,193533,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1954-12-01",0.48800,0.409,11,-9.1150,1,0.03440,0.991,0.00041,0.109000,0.77,145.0970,3
"0WHJ5RHfsG31MQwBncPtZc","Noche de Niebla - Remasterizado",0,159800,0,"['Francisco Canaro', 'Mario Alonso']","['2maQMqxNnlRrBrS1oAsrX9', '12UKKEtQXf31kDyU7XI1ul']","1953-03-14",0.56600,0.404,1,-8.4340,0,0.05090,0.985,0.126,0.199000,0.67,130.4040,4
"0WHTXb2AMHvDK2mDFMn2z6","Ashi Nisha Punha Kadhi",4,219667,0,"['Lata Mangeshkar', 'Hridaynath Mangeshkar']","['61JrslREXq98hurYL2hYoc', '7thKHeoL2SnbajPwx7elp1']","1965-12-31",0.32400,0.152,6,-17.5000,1,0.07150,0.992,0.926,0.121000,0.516,70.1330,3
"0WHWStExdjGwWC4NvpY1Ra","El Amor de los Amores",34,225267,0,"['Gladys Muñoz']","['3X7Ve19ow0yTorTw8hwHJ5']","2002",0.66700,0.519,7,-5.9450,1,0.02620,0.728,0.0,0.604000,0.607,106.9070,3
"0WIV0g70ps4H8z7huk6Ar5","007 - Rätsel um die alte Villa - Teil 16",33,93040,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1982-01-01",0.73900,0.611,1,-9.3680,1,0.73400,0.744,0.0,0.791000,0.568,110.8670,5
"0WJJ10Hxdw3iraqEYDLyzk","Aapne Yaad Dilaya To",9,227747,0,"['Lata Mangeshkar', 'Mohammed Rafi']","['61JrslREXq98hurYL2hYoc', '0gXDpqwYNDODn7fB0RDN8J']","1961-12-01",0.40500,0.279,7,-15.1840,1,0.03530,0.902,0.0,0.138000,0.503,95.4140,4
"0WOV6BjaZ2maR1LKc7SiyB","Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack",58,177627,0,"['Colin Firth', 'Pierce Brosnan', 'Stellan Skarsgård', 'Amanda Seyfried', 'Meryl Streep']","['451XuvAUIJfZrPOQt2AReP', '6wbpT3ouvjUUWqKWJ5iQ9z', '0SzZQUkmQ2VPihJ7P64IGq', '5RZjpmuD14JKXvB8Ry1G1u', '2HB65P72dFRiOKvbLLcil2']","2008-01-01",0.63800,0.467,7,-7.3620,1,0.02390,0.229,0.0,0.310000,0.42,96.0340,4
"0WQHrAJ0jgd3noivSkubdU","Boombidibyebye (feat. Ivone Cerdan)",41,217213,0,"['Keko Salata', 'Ivone Cerdan']","['18KcOgLds5SUgIpQIveiJN', '2eQozDHmnjDEMAq0XKyQer']","2017-04-19",0.77800,0.828,1,-5.8640,1,0.09860,0.258,0.0,0.067600,0.409,97.9700,4
"0WTn950jN0O4BvVAKf1Wlo","Chissà se va",10,172720,0,"['Raffaella Carrà']","['6EVyI0S0b1Ld2nm37m5x85']","1971-10-17",0.62300,0.794,9,-4.7790,1,0.06070,0.227,0.0,0.288000,0.914,119.2290,4
"0WWSJNzZ3GUXNMHkWj0Kno","Lies",69,196189,0,"['MK', 'Raphaella']","['1yqxFtPHKcGcv6SXZNdyT9', '3rJPS8fYBokXpYw1mS9wr0']","2021-01-29",0.52500,0.837,0,-4.0120,0,0.05960,0.0198,4.78e-06,0.135000,0.477,123.9540,4
"0WXjqRbwaZvdWoLcaJeEc2","There Never Was A Baby (07-18-51)",1,169053,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1951",0.61100,0.179,0,-8.1980,1,0.03570,0.889,0.0,0.189000,0.464,113.0650,4
"0WY5DKKV32JWH1OXFhFFGj","006 - Angst in der 9a - Teil 21",33,84507,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1981-08-01",0.57400,0.469,9,-12.6100,0,0.61200,0.475,0.0,0.806000,0.335,106.8130,5
"0WaaZOtnonfCH0J2cCHsM6","Αγάπα τη μανούλα μου",0,197120,0,"['Stellakis Perpiniadis']","['0huMeTK6uba9aYAE69Dmsz']","1950-01-01",0.41800,0.249,5,-14.4820,0,0.04200,0.989,0.741,0.161000,0.576,144.1970,4
"0WazWW2LNZyPcIaTFNkYLc","Beiman Tore Nainwan Nindiya Na Aaye",4,170842,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1951-01-01",0.49000,0.318,6,-9.9330,1,0.03650,0.978,0.31,0.149000,0.625,142.0420,4
"0Wh0dYs9S9fpl8S2CTfsH8","Muchacha - Remasterizado",0,163747,0,"['Francisco Canaro', 'Eduardo Adrian']","['2maQMqxNnlRrBrS1oAsrX9', '1pjwakZfVvdH6AQRDeajHJ']","1943-03-12",0.46300,0.273,11,-10.3280,0,0.14200,0.96,0.441,0.302000,0.734,202.3160,3
"0WiLiGNXSyJgdoM60uNKZv","Gori Odh Ke Malmal Nikli",1,308373,0,"['Lata Mangeshkar', 'Mohammed Rafi']","['61JrslREXq98hurYL2hYoc', '0gXDpqwYNDODn7fB0RDN8J']","1959-01-01",0.45100,0.416,9,-17.4640,0,0.06910,0.794,4.68e-06,0.115000,0.966,143.6980,4
"0Wmlj9ISQDYNNwxyZsOp21","I puritani: Act I Scene 2: Ma tu gia mi fuggi? (Elvira)",0,146280,0,"['Vincenzo Bellini', 'Maria Callas', 'Giuseppe Di Stefano', 'Piero Campolonghi', 'Robert Silva', 'Tanis Lugo', 'Ignacio Rufino', 'Rosa Rimoch', 'Palacio de Bellas Artes Chorus', 'Palacio de Bellas Artes Orchestra', 'Guido Picco']","['6AphpMkKDU4I3Z6XaGu1UV', '0bjdfjE8XbLa2Odstu6E1E', '6kjCrVbejP0Aw6otiMaxNt', '1oq8JNMKuY64tet8ukntGB', '6GpS5SLaDcLXSMBPOZoAtJ', '19d38RfazeKptxpVl54nte', '44ukwD7h3PnZoJYDPfc7Xj', '5cqGuihi32mP3tlGjoyizj', '5N1QMttGJWhGDEPRCzG6PT', '7DyC5csvAs03VjYpn6asUz', '0MfKV9LsGjSPB8Vf0ghKjK']","1952",0.24000,0.771,3,-11.2200,1,0.35500,0.991,0.577,0.713000,0.228,128.4180,4
"0WninN31mi3UPt9p67uCG0","Hero (Wind Beneath My Wings)",26,223747,0,"['Gladys Knight & The Pips']","['0TF2NxkJZPQoX1H53rEFM1']","1983",0.48000,0.223,7,-13.6310,1,0.03500,0.497,0.0,0.140000,0.183,114.3440,4
"0WqJobHh2HAU7odW0n8w0Q","034 - Vampir der Autobahn - Teil 05",29,99787,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1984-09-01",0.74500,0.643,0,-11.3640,1,0.94600,0.739,0.0,0.263000,0.372,58.1240,3
"0WtRc6rXzuP4tZ6uMpIVF5","Pachanga En Navidad",1,160627,0,"['La Sonora Matancera']","['01p7Homi0d4XxZ06f2NYYD']","1961-12-31",0.54900,0.766,0,-4.7250,1,0.06230,0.713,0.000162,0.044600,0.955,135.2030,4
"0X0w7iK9QKu2vzOm0ZHK9M","Ye Dil Ki Lagi Kam Kya Hogi",21,230440,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1960-08-05",0.39700,0.467,6,-10.3000,1,0.03130,0.887,0.000123,0.739000,0.819,103.7040,3
"0X0zCwvQY1VL6lapcgnpSj","El Casamiento No Me Interesa - Remasterizado",0,187467,0,"['Francisco Canaro', 'Ada Falcón']","['2maQMqxNnlRrBrS1oAsrX9', '1bshphZh29CbPD7uyWxxk3']","1934-01-10",0.61500,0.239,4,-16.2740,1,0.18200,0.995,0.298,0.146000,0.839,176.0190,4
"0X5BUm52aQWyKrXyp77oyq","O Jogi Jab Se Tu Aaya Mere Dwar",12,173880,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1963-01-01",0.54500,0.365,9,-11.2610,1,0.04230,0.975,0.000326,0.308000,0.872,104.9990,4
"0XCZfzmL7fhoYcyCjweGCP","Rosa de Tango - Remasterizado",0,160600,0,"['Francisco Canaro', 'Carlos Roldán']","['2maQMqxNnlRrBrS1oAsrX9', '5I982BSx3LgYb0OxHmRGCd']","1944-03-11",0.53600,0.394,7,-10.1060,0,0.03880,0.98,0.758,0.137000,0.71,128.8830,4
"0XFNh4Buo97mSzJK3C7gSJ","Tell Me (What Is Love)",53,282240,0,"['D.O.', 'YOO YOUNG JIN']","['2CQZr2RPZmrcvDnaod1ldC', '10hnt5byoob9FKHUN8Awfa']","2016-02-19",0.71800,0.811,1,-2.1690,0,0.03460,0.144,0.0,0.098600,0.844,120.0350,4
"0XH7DNm2TMN72xFVJKU7cF","Pawan Diwani Na Mane",10,196127,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1962-01-01",0.48100,0.489,0,-7.0400,1,0.03770,0.99,0.446,0.809000,0.824,113.4030,3
"0XIyecwGhFzsXABX2NbRHu","Kahan Hai Tu",0,188133,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1952-01-01",0.51600,0.106,3,-17.4390,1,0.03530,0.993,0.0615,0.142000,0.593,94.1750,4
"0XJuIrzaxRHqzzInTJOy9y","Parapona Ke Klamata",9,169227,0,"['Stelios Kazantzidis', 'Marinella']","['5BJ7GXyi2tVyoKMQM7cSpM', '4u5yrM5jlC3iviSQQXcMCK']","1973-10-18",0.71700,0.45,8,-9.7150,1,0.04870,0.746,0.0,0.080600,0.893,86.9470,4
