CustomerID,Campaign,CampaignTiming,channel,open,click,SalesChannel,ConversionChannel,Reach,Target,Departure,offer
"2535-PBCGC",5,3,"Email",1,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2535-PBCGC",4,1,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2538-OIMXF",6,1,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2538-OIMXF",5,2,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2538-OIMXF",4,3,"SMS",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2542-HYGIQ",3,1,"Call Center",1,1,"TeleSales","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2542-HYGIQ",2,2,"Email",1,1,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2542-HYGIQ",1,3,"SMS",1,1,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2560-WBWXF",3,3,"Call Center",1,1,"TeleSales","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2560-WBWXF",2,2,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2560-WBWXF",1,1,"SMS",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2573-GYRUU",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2573-GYRUU",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2578-JQPHZ",12,3,"Call Center",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2578-JQPHZ",11,1,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2578-JQPHZ",10,2,"SMS",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2581-VKIRT",9,3,"Call Center",1,1,"TeleSales","Call Center","Fiber optic","Migration Box","DSL with phone","Discount"
"2581-VKIRT",8,2,"Email",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2581-VKIRT",7,1,"SMS",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2589-AYCRP",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2589-AYCRP",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2589-AYCRP",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2595-KIWPV",3,3,"Call Center",1,1,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2595-KIWPV",2,1,"Email",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2595-KIWPV",1,2,"SMS",1,1,"Web","SMS","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2599-CIPQE",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2599-CIPQE",11,3,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2599-CIPQE",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2599-CZABP",9,2,"Call Center",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2599-CZABP",8,3,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2599-CZABP",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2603-HVKCG",12,3,"Call Center",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2603-HVKCG",11,1,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2603-HVKCG",10,2,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2604-XVDAM",9,3,"Call Center",1,0,"Agent","Shop","Fiber optic","Migration Box","DSL with phone","Discount"
"2604-XVDAM",8,2,"Email",0,0,"Agent",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2604-XVDAM",7,1,"SMS",0,0,"Agent",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2606-RMDHZ",6,3,"Call Center",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2606-RMDHZ",5,1,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2606-RMDHZ",4,2,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2612-RRIDN",12,3,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2612-RRIDN",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2612-RRIDN",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2623-DRYAM",14,2,"Email",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2623-DRYAM",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2626-URJFX",9,2,"Call Center",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2626-URJFX",8,3,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2626-URJFX",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2626-VEEWG",3,1,"Call Center",0,0,"Web","Digital","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2626-VEEWG",2,3,"Email",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2626-VEEWG",1,2,"SMS",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2632-UCGVD",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2632-UCGVD",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2636-ALXXZ",12,1,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2636-ALXXZ",11,3,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2636-ALXXZ",10,2,"SMS",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2640-PMGFL",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2640-PMGFL",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2642-DTVCO",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2642-DTVCO",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2642-MAWLJ",3,3,"Call Center",1,1,"Agent","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2642-MAWLJ",2,2,"Email",1,0,"Agent",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2642-MAWLJ",1,1,"SMS",1,0,"Agent",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2651-ZCBXV",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2651-ZCBXV",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2654-VBVPB",3,3,"Call Center",1,0,"TeleSales","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2654-VBVPB",2,1,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2654-VBVPB",1,2,"SMS",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2672-OJQZP",9,3,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2672-OJQZP",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2672-OJQZP",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2673-CXQEU",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2673-CXQEU",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2673-ZALNP",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2673-ZALNP",2,2,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2673-ZALNP",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2675-DHUTR",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2675-DHUTR",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2682-KEVRP",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2682-KEVRP",2,3,"Email",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2682-KEVRP",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2683-BPJSO",14,2,"Email",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2683-BPJSO",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2683-JXWQQ",6,2,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2683-JXWQQ",5,1,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2683-JXWQQ",4,3,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2688-BHGOG",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2688-BHGOG",11,3,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2688-BHGOG",10,2,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2692-AQCPF",14,2,"Email",1,1,"Agent",,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2692-AQCPF",13,1,"SMS",1,1,"Agent","Shop","Option","Upsell","Fiber optic with premium mobile","No Offer"
"2692-PFYTJ",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2692-PFYTJ",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2692-PFYTJ",1,3,"SMS",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2696-ECXKC",14,2,"Email",1,1,"Agent","Email","Option","Upsell","Fiber optic with premium mobile","No Offer"
"2696-ECXKC",13,1,"SMS",0,0,"Agent",,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2696-NARTR",12,3,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2696-NARTR",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2696-NARTR",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2697-NQBPF",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2697-NQBPF",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2709-UQGNP",9,1,"Call Center",0,0,"TeleSales","Digital","Fiber optic","Migration Box","DSL with phone","Discount"
"2709-UQGNP",8,3,"Email",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2709-UQGNP",7,2,"SMS",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2712-SYWAY",3,3,"Call Center",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2712-SYWAY",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2712-SYWAY",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2718-YSKCS",3,3,"Call Center",1,1,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2718-YSKCS",2,1,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2718-YSKCS",1,2,"SMS",1,1,"TeleSales","SMS","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2725-TTRIQ",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2725-TTRIQ",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2725-TTRIQ",7,3,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2732-ISEZX",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2732-ISEZX",2,2,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2732-ISEZX",1,3,"SMS",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2740-JFBOK",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2740-JFBOK",2,3,"Email",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2740-JFBOK",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2754-SDJRD",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2754-SDJRD",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2754-VDLTR",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2754-VDLTR",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2754-XBHTB",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2754-XBHTB",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2754-XBHTB",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2775-SEFEE",9,3,"Call Center",1,1,"TeleSales","Call Center","Fiber optic","Migration Box","DSL with phone","Discount"
"2775-SEFEE",8,1,"Email",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2775-SEFEE",7,2,"SMS",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2777-PHDEI",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2777-PHDEI",11,2,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2777-PHDEI",10,1,"SMS",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2788-CJQAQ",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2788-CJQAQ",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2788-CJQAQ",1,3,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2800-QQUSO",14,2,"Email",1,1,"Agent","Email","Option","Upsell","Fiber optic with premium mobile","No Offer"
"2800-QQUSO",13,1,"SMS",0,0,"Agent",,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2801-NISEI",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2801-NISEI",8,3,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2801-NISEI",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2810-FTLEM",9,1,"Call Center",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2810-FTLEM",8,2,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2810-FTLEM",7,3,"SMS",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2823-LKABH",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2823-LKABH",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2828-SLQPF",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2828-SLQPF",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2828-SLQPF",7,3,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2829-HYVZP",3,3,"Call Center",1,1,"Web","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2829-HYVZP",2,2,"Email",1,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2829-HYVZP",1,1,"SMS",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2832-KJCRD",14,1,"Email",0,0,"Web",,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2832-KJCRD",13,2,"SMS",1,1,"Web","SMS","Option","Upsell","Fiber optic with premium mobile","No Offer"
"2832-SCUCO",3,3,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2832-SCUCO",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2832-SCUCO",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2834-JKOOW",6,3,"Call Center",1,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2834-JKOOW",5,2,"Email",1,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2834-JKOOW",4,1,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2834-JRTUA",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2834-JRTUA",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2839-RFSQE",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2839-RFSQE",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2839-RFSQE",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2845-KDHVX",9,2,"Call Center",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2845-KDHVX",8,3,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2845-KDHVX",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2851-MMUTZ",9,1,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2851-MMUTZ",8,3,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2851-MMUTZ",7,2,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2863-IMQDR",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2863-IMQDR",8,3,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2863-IMQDR",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2867-UIMSS",12,3,"Call Center",1,1,"TeleSales","Call Center","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2867-UIMSS",11,2,"Email",1,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2867-UIMSS",10,1,"SMS",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2868-SNELZ",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2868-SNELZ",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2876-VBBBL",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2876-VBBBL",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2876-VBBBL",1,3,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2880-FPNAE",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2880-FPNAE",11,3,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2880-FPNAE",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2883-ILGWO",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2883-ILGWO",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2886-KEFUM",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2886-KEFUM",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2894-QOJRX",6,3,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2894-QOJRX",5,1,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2894-QOJRX",4,2,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2897-DOVND",12,3,"Call Center",1,1,"TeleSales","Call Center","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2897-DOVND",11,2,"Email",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2897-DOVND",10,1,"SMS",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2900-PHPLN",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2900-PHPLN",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2900-PHPLN",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2911-UREFD",6,3,"Call Center",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2911-UREFD",5,2,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2911-UREFD",4,1,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"2916-BQZLN",14,1,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2916-BQZLN",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2921-XWDJH",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2921-XWDJH",11,2,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2921-XWDJH",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2931-FSOHN",9,1,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2931-FSOHN",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2931-FSOHN",7,3,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2931-SVLTV",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2931-SVLTV",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2947-DOMLJ",9,3,"Call Center",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2947-DOMLJ",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2947-DOMLJ",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2954-PIBKO",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2954-PIBKO",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2954-PIBKO",7,3,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2960-NKRSO",12,2,"Call Center",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2960-NKRSO",11,3,"Email",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2960-NKRSO",10,1,"SMS",0,0,"TeleSales","Digital","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2968-SSGAA",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2968-SSGAA",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2971-SGAFL",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2971-SGAFL",8,3,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2971-SGAFL",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"2978-XXSOG",9,1,"Call Center",0,0,"Agent","Shop","Fiber optic","Migration Box","DSL with phone","Discount"
"2978-XXSOG",8,2,"Email",0,0,"Agent",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2978-XXSOG",7,3,"SMS",1,0,"Agent",,"Fiber optic","Migration Box","DSL with phone","Discount"
"2982-IHMFT",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2982-IHMFT",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"2983-ZANRP",12,3,"Call Center",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2983-ZANRP",11,1,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2983-ZANRP",10,2,"SMS",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2984-MIIZL",12,3,"Call Center",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2984-MIIZL",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2984-MIIZL",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"2984-RGEYA",3,3,"Call Center",1,1,"TeleSales","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"2984-RGEYA",2,1,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"2984-RGEYA",1,2,"SMS",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"3001-CBHLQ",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3001-CBHLQ",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3005-NFMTA",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3005-NFMTA",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3009-JWMPU",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3009-JWMPU",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"3011-WQKSZ",3,3,"Call Center",1,1,"TeleSales","Call Center","DSL","Cross Sell Box","No internet service","Buy One Get One"
"3011-WQKSZ",2,1,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"3011-WQKSZ",1,2,"SMS",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"3043-TYBNO",9,2,"Call Center",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"3043-TYBNO",8,3,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"3043-TYBNO",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"3055-MJDSB",6,2,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
